Serial Number,Application Date,Class Index,International Priority Date,By Consent Trademark Numbers,Description,Company Name,Agent Details
TM2024035734,17 September 2024,28,,,"International Registration Number : 1821427 Games; Amusement machines, automatic and coin- operated; Toys; Toy figures; Dolls; Dolls' clothes; Toys in the form of puzzles;",Building blocks [toys];,
TM2024038304,22 October 2024,,,,,,
TM2021004387,1 February 2021,28,,,International Registration Number : 1208340 CLASS 29 Ground almonds; Prepared almonds; Blanched nut kernels; Edible nuts;,Food products made from dried nuts;,
TM2024037508,29 August 2024,30,"30 July 2024, France",,"International Registration Number : 1825525 International priority date claimed : 30 July 2024, France Mark in colour CLASS 29 Dried fruits; Stewed fruit; Processed fruits; Processed vegetables; Processed nuts; Prepared nuts; Dried nuts;","Mixed vegetables, preserved;","Helen Huang, Peter Huang & Richard 368-3-1 & 2 
Bellisa Row Jalan Burma, 10350 Georgetown, Pulau Pinang"
TM2024034201,20 May 2024,,,,International Registration Number : 1524344,"Coffee, tea, cocoa, sugar, rice, tapioca, sago, artificial coffee;",
TM2024028186,17 June 2024,30,,,International Registration Number : 1809672,Mark translation: Liu means willow;,
TM2024026411,8 August 2024,,,,,,DCC Advanz
TM2024036575,15 August 2024,,,,International Registration Number : 1823367 CLASS 30 Tea; Seasonings;,Freeze-dried dishes with the main ingredient being rice;,"DCC Advanz Malaysia Sdn. Bhd., Suite 609, Block 
D, Phileo Damansara 1, No. 9, Jalan 16/1, 46350 Petaling 
Jaya, Selangor 
INTELLECTUAL PROPERTY OFFICIAL JOURNAL 
BATCH   38/2025 
TRADEMARK 
Sept. 25, 2025 
Page 266"
TM2024039149,12 September 2024,,,,International Registration Number : 1827039 Chewing gum; Chocolate; Fruit confectionery; Nougat; Candies; Peppermint sweets;,Fondants [confectionery];,
TM2024036671,23 October 2024,30,,,International Registration Number : 1773635 CLASS 30 Cocoa;,Cocoa extracts for human consumption;,
TM2024034772,14 August 2024,,,,"International Registration Number : 1820277 Live plants; Seeds; Flowers; Bulbs; Fresh rhizomes; Fresh parts of plants, such as roots, tubers, stems and leaves.",NURTURING NATURE LLC ;,
TM2024035861,24 October 2024,31,,,International Registration Number : 1264852 Animal foodstuffs; Pet food; Beverages for pets.,"LIMITED LIABILITY COMPANY ""KORMOTECH"" ;",
TM2024039122,7 May 2024,31,,,,,
TM2024034762,25 September 2024,33,"9 September 2024, Republic of Korea",,"International Registration Number : 1820162 International priority date claimed : 9 September 2024, Republic of Korea Cigarettes; Tobacco; Tobacco substitutes; Cigars;",Electronic cigarettes;,
TM2024037524,11 November 2024,,,,International Registration Number : 1267179 Cigars.,"GENERAL CIGAR CO., INC. ;",
TM2024036649,11 October 2024,,,,"International Registration Number : 1824171 Mark translation: The first chinese character means orange. The second chinese character is a quantifier. The non-latin characters have no meaning in a foreign language. Mark transliteration: Ju duo Presentation of goods on communication media, for retail purposes; Publicity; Providing business information via a website;",Business management consultancy;,
TM2024036667,14 October 2024,,,,International Registration Number : 1672401 Advertising; Commercial business management;,Commercial administration;,
TM2024039171,11 September 2024,,,,International Registration Number : 1827235 Financial services; Banking; Brokerage; Currency brokerage;,Buying and selling currency;,
TM2024019549,22 May 2024,,,,International Registration Number : 1797673 Mark translation: No Meaning Mark transliteration: Zhi ji qi che Upholstery repair;,Boiler cleaning and repair;,
TM2024034178,24 September 2024,,"28 March 2024, United Kingdom",,"International Registration Number : 1819527 International priority date claimed : 28 March 2024, United Kingdom","Installation, cleaning, repair and maintenance of machinery;",
TM2024038307,27 September 2024,,,,,,
TM2024034196,25 March 2024,,"2 February 2024, Japan",,"International Registration Number : 1819737 International priority date claimed : 2 February 2024, Japan CLASS 41",Arranging and conducting of photo exhibitions and providing information for photo exhibitions;,
TM2024036634,13 June 2024,,,,,,
TM2024037439,24 September 2024,,"30 May 2024, Singapore",,"International Registration Number : 1824753 International priority date claimed : 30 May 2024, Singapore",Platform as a service [PaaS];,
TM2024030640,3 July 2024,,,,International Registration Number : 1813861,Mark translation: Ma：horse;,
TM2024039177,20 September 2024,43,,,,,
TM2024037540,12 November 2024,,,,International Registration Number : 1805660,Rental of temporary accommodation;,
TM2024036665,4 October 2024,,,,International Registration Number : 1520730 Registration of domain names to identify users on a global computer network;,Domain name registration;,
