Class Index,Serial Number,Application Date,International Priority Date,By Consent Trademark Numbers,Description,Company Name,Agent Details
,TM2024039136,6 September 2024,,,"International Registration Number : 1826924 Global positioning system [GPS] apparatus; Navigation instruments; Headphones; Electricity measuring instruments; Detector; Precision measuring apparatus; Physical and chemical laboratory apparatus and instruments; Material testing instruments and machines; Food analysis apparatus; Measuring instruments. GREENTEST TECHNOLOGY CO., LTD. ; Room 201, Building A, No.1 Qianwan 1st Road, Qianhai Shenzhen Hong Kong Cooperation Zone, Shenzhen 518000 Guangdong, CHINA",,
,TM2024036640,9 September 2024,"26 March 2024, Japan",,"International Registration Number : 1824037 Display for personal digital assistants; Display for mobile phones; Computer display monitors; Bags, cases and covers LCD monitors; Display monitors; Bags, cases and covers adapted for display monitors; Display screens; Computer touchscreens; LCD touch panels for computers; Touchscreens; Touchscreen monitors; Bags, cases and covers adapted for touchscreen monitors; Personal digital assistants; Smartglasses; 3D glasses; Virtual reality goggles; Projectors; Electrical communications apparatus and instruments; Laptop computers; Tablet computers; Tablet monitors; Bags, cases and covers adapted for tablet monitors; Tablet type personal digital assistants. VAIO CORPORATION ; 5432 Toyoshina, Azumino-shi Nagano 399-8282, JAPAN",adapted for computer monitors; LCDs [liquid crystal displays];,
,TM2024039165,9 September 2024,,,"International Registration Number : 1827142 Ultracapacitors for energy storage; Portable power chargers; Mobile power supply [rechargeable batteries]; Inverters for power supply; Inverters [electricity]; Computer memory devices; Materials for electricity mains [wires, cables]; Batteries, electric. GUANGDONG PISEN ELECTRONICS CO.,LTD ; (Building 1-5) 1st Floor, No. 5 Factory Building, No. 9 Qinfu 1St Street, Liuyuenan Community, Henggang Street, Longgang District, Shenzhen City 518000 Guangdong Province, CHINA",Stabilized voltage power supply; Electrical adapters;,
,TM2024036653,9 September 2024,,,"International Registration Number : 1824185 Semi-conductor devices; Sensors. No 228, Jinbi Road, Jinhui Industrial Park, Fengxian Area Shanghai, CHINA","SHANGHAI LANBAO SENSING TECHNOLOGY CO., LTD.;",
,TM2024039143,11 September 2024,,,"International Registration Number : 1826965 Surveying instruments; Materials for electricity mains [wires, cables]; Fuse wire; Chips [integrated circuits]; Distribution boxes [electricity]; Protection devices for personal use against accidents; Electronic access control systems for interlocking doors. No. 77, Shugu Avenue, Modern Manufacturing Industrial Park, Jinhua Town, Guanshanhu District, Guiyang City Guizhou Province, CHINA","GUIYANG ZHONG’AN TECHNOLOGY GROUP CO., LTD. ;",
,TM2024034193,12 September 2024,"13 March 2024, Japan",,"International Registration Number : 1819698 Contact lenses; Cases and containers for contact lenses; Spectacles; Parts and accessories for spectacles. SEED CO., LTD. ; 40-2, Hongo 2-chome, Bunkyo-ku Tokyo 113-0033, JAPAN AUTOPHIX",,
,TM2024039156,29 September 2024,,,"International Registration Number : 1827078 Counters; Measuring devices, electric; Scanners [apparatus] for performing automotive diagnostics; Pressure measuring apparatus; Surveying apparatus and instruments; Tire pressure gauges; Speed checking apparatus for vehicles; Battery testers; Battery charging devices for motor vehicles; Battery charge devices; Wireless chargers; Rechargers for electric accumulators; Battery chargers; Battery jump starters; Portable power chargers; Chargers for electric accumulators. AUTOPHIX TECH CO., LTD ; Room 406, 403 and 402, Building 2, No. 8 Xiangrong Road, Bujiuwo, Longping Community, Dalang Sub-district, Longhua District, Shenzhen 518000 Guangdong, CHINA DIRECTPLATE",,
,TM2024034188,30 September 2024,"2 April 2024, United",,"International Registration Number : 1819612 States Of America Cathodes; Cathodes for batteries. XERION MATERIALS CORP. ; 3100 Research Boulevard, Suite 320 Kettering OH 45420, UNITED STATES OF AMERICA",,
9,TM2024035863,4 October 2024,,,"International Registration Number : 1444311 Processors [central processing units]; Electric and electronic apparatus and instruments, all for processing, recording, storage, transmission, retrieval or reception of data; Apparatus and instruments for recording, transmitting, amplifying or reproducing sound, images, information or encoded data; Communication servers; Computer servers; Operating hardware for VPN [virtual private networks]; Operating hardware for WAN [wide area network]; Operating hardware for LAN [local network]; Computer hardware; Hardware for computer networks; Computer hardware for the provision of secure remote access to computer and communication networks; Ethernet hardware; Computers; Computer peripheral devices; Electronic circuits containing programmed data; Apparatus for the input, storage, conversion and processing of telecommunication signals; Telephone equipment; Equipment for fixed, portable, mobile, hands-free or voice-activated telephones; Multimedia terminals; Interactive terminals for presentation and ordering of goods and services; Messaging apparatus and instruments; Telephones, mobile telephones and telephone handsets; Terminals for connection to a telephone network; Computer programs; Software; Computer software for operating virtual private networks [VPNs]; Operating software for WAN [wide area network]; LAN operating software [local network]; USB (universal serial bus) operating software; Software provided over the Internet; Software for synchronizing data between computers, processors, recorders, electronic devices and monitors and host computers; Software for cloud computing; Network operating system programs; Operating system programs; Downloadable electronic publications; Scanners [computer equipment]. Dissemination of advertisements; Communications (transcription of -); Collection of data in a central file; Systematization of data in a central file; Online advertising on a computer network; Data search in computer files; Organization of exhibitions for commercial or advertising purposes, public relations, distribution of advertisements and advertising material (leaflets, prospectuses, printed matter, samples); Distribution of advertising, promotional and marketing material; Organization and conducting of promotional events; Data search in computer files for others; Organization and management of commercial incentive and loyalty programs; Organization and conducting of trade fairs for commercial or advertising purposes. Financial affairs; Electronic transfer of funds; Financial operations; Insurance services; Funds (electronic transfer of -); Electronic cash services [payment services]; Automated payment services; Electronic banking transactions via a global computer network (Internet banking transactions); Electronic processing of payments via a global computer network; Electronic transfer of funds via telecommunication networks; Payment services provided via wireless telecommunication apparatus and devices. Transmission, broadcasting and reception of sounds, data, images, music and information; Electronic messaging; On-line information services relating to telecommunications; Computer data exchange services; Transfer of data by telecommunication; Transmission of digital files; Satellite communication services; Providing telecommunication connections for telephone lines and call centers; Telephone communication services provided for telephone lines and call centers; Internet access provider services; Providing telecommunication connections on the Internet or databases; Telecommunication access services; Computer-aided transmission of messages and images; Access to global computer networks (rental of time of -); Communications by computer terminals; Communications by fiber-optic networks; Provision of access to a global computer network; Rental of telecommunication apparatus; Telephone (- communications); Telephone services. Physical storage of electronically-stored data or documents; Freight forwarding services; Courier services. Competitions (organization of-) (education or entertainment); Entertainment; Electronic publication of books and journals online; Organization and conducting of conferences, colloquiums, seminars; Organization and distribution of prizes, awards, organization and conducting of training workshops, colloquiums, conferences, forums, congresses, seminars or symposiums, exhibitions or events;",,
9,TM2024036655,4 October 2024,,,"International Registration Number : 1824228 Recorded and downloadable media, computer software, blank digital or analogue recording and storage media; Application software; Cd-roms; Computer discs; Electronic storage media; Laser discs; Electronic publications (downloadable); Instructional and teaching apparatus and instruments; Magnetic recording media; Interactive business software; Simulation software for training purposes; Business software; Computer software; Business management software; System support software; Games software; Computer games; Sound recordings. Education, entertainment and sports; Education, entertainment and sports services; Providing training; Publishing services, editing and writing of texts; Seminars; Arranging and conducting conferences and seminars; Training and education services; Providing non-downloadable electronic publications; Education and training services in relation to business management; Training services provided via simulators; Consultancy services relating to training; Business training services; Business training consultancy services; Business training; Training consultancy; Education and training consultancy; Training in the field of business management; Computer-based simulation training services in the field of business management. REACH MEA FZCO ; Second Floor, 2 West Wing Building, Office No. 211 Free Zone, Dubai Airport A, P.O. Box 54321 Dubai, UNITED ARAB EMIRATES",,
9,TM2024036657,10 October 2024,"29 July 2024, United States Of America",,"International Registration Number : 1824234 Protective clothing, namely, disposable and reusable garments for protection against spontaneous flash in industrial and manufacturing environments; Protective accessories, namely, coveralls, aprons, hoods, gloves, boot and shoe covers, bouffant caps, jackets, pants, sleeves, and smocks for industrial use; Protective clothing, namely, garments for protection against accidents, irradiation and fire; Protective accessories, namely, gloves, sleeves, arm guards, caps and shoe covers for protection against accidents, irradiation and fire; Footwear for protection against accidents, irradiation and fire; Protective clothing, namely, garments for protection against chemical toxins, biological toxins and radioactive particulates; Protective accessories, namely, coveralls, aprons, hoods, gloves, boot and shoe covers, bouffant caps, jackets, pants, sleeves, and smocks for protection against chemical toxins, biological toxins and radioactive particulates; Thermally protective clothing, namely, garments for protection against fire; Thermally protective accessories, namely, coveralls, aprons, hoods, gloves, boot and shoe covers, bouffant caps, jackets, pants, sleeves, and smocks for protection against fire; Protective clothing, namely, reusable woven garments, electrostatic dissipative apparel for use in the pharmaceutical and automotive industries, and clean room apparel to prevent human contamination in the manufacturing processes; Protective clothing, namely, flame resistant and fire resistant garments for use in chemical and petroleum plants and wild land firefighting; Protective accessories, namely, flame resistant and fire resistant coveralls, aprons, hoods, gloves, boot and shoe covers, bouffant caps, jackets, pants, sleeves, and smocks for use in chemical and petroleum plants and wild land firefighting; Protective clothing, namely, extrication suits for emergency responders; High visibility protective clothing, namely, flame retardant, arch flash resistant, and static dissipative reflective garments for safety purposes; Protective gloves and sleeves for use in the automotive, glass, metal fabrication, and food service industries; Protective clothing for protection against ultra-violet radiation; Reflective materials for safety purposes, namely, piping and trim sold as in integral component of protective clothing. Wearable garments and clothing, namely, tops, bottoms, coveralls, aprons, hoods, gloves, fitted boot and shoe covers to protect footwear from water or other damage, jackets, pants, sleeves worn separate and apart from blouses, shirts and other tops; Smocks; Sun protective clothing, namely, coveralls, aprons, hoods, gloves, footwear, jackets, pants, sun sleeves, and smocks. Wholesale and retail store services in the fields of protective clothing, footwear, headwear, helmets, gloves, and accessories; Providing customer product information relating to protective clothing, footwear, headwear, helmets, gloves, and accessories. LAKELAND INDUSTRIES, INC. ; 1525 Perimeter Parkway, Suite 325 Huntsville AL 35806, UNITED STATES OF AMERICA",,
09,TM2024036661,10 October 2024,,,"International Registration Number : 1219619 Electric apparatus and instruments (as far as contained in programmable position controls; Measuring, signalling, checking (supervision), apparatus and instruments; Apparatus for recording, transmission or reproduction of data; All aforementioned apparatus and instruments in particular for the control and regulating of electric motors and geared motors; Parts of all aforesaid goods, as far as contained in SEW-EURODRIVE GMBH & CO KG ; Ernst-Blickle-Str. 42, 76646 Bruchsal, GERMANY",,
,TM2024036585,11 October 2024,,,"International Registration Number : 1823454 Computer peripheral devices; Mouse [computer peripheral]; Central processing unit coolers; Cooling radiators for computers; Computer cases; Computer keyboards; Mouse pads; Stands adapted for laptops; Cooling pads for laptop computers; Internal cooling fans for computers; Interfaces for computers; Monitors [computer hardware]; Monitors [computer programs]; Cabinets for loudspeakers; Flowmeters; Materials for electricity mains [wires, cables]; Electric plugs, electric sockets and other electric contactors (electric connectors); Galvanic cells; Solar batteries; Quantity indicators; Light-emitting electronic pointers; Home automation hubs; Couplers [data processing equipment]; Sound transmitting apparatus; Branch boxes [electricity]; Low-voltage power supplies; High-voltage power supplies; Temperature indicators. ARKFUSION PTE. LTD. ; 1 FUSIONOPOLIS LINK #03-05, NEXUS @ONE-NORTH SINGAPORE, SINGAPORE FIBERX",,
,TM2024039170,11 October 2024,"17 April 2024, United",,"International Registration Number : 1827197 States Of America Breathing apparatus made of plastic and specially adapted to hold and protect splicing trays from outdoor elements and tampering. CHANNELL COMMERCIAL CORPORATION ; 1700 Justin Road Rockwall TX 75087, UNITED STATES OF AMERICA",,
,TM2024036626,14 October 2024,,,"International Registration Number : 1823903 Computer programs, recorded; Computer software platforms, recorded or downloadable; Computer software applications, downloadable; Computer programs, downloadable; Interfaces for computers; Couplers [data processing equipment]; Computer operating programs, recorded; Computer software, recorded; Computer network routers; Data processing apparatus. SHENZHEN NEW INDUSTRIES BIOMEDICAL ENGINEERING CO., LTD. ; The 21st Floor, Snibe Building, No.23, Jinxiu East Road, Jinsha Community, Kengzi Street, Pinshan District, Shenzhen 518118 Guangdong, CHINA TaiRay",,
,TM2024039193,21 October 2024,"26 April 2024, China",,"International Registration Number : 1827606 Single-crystal silicon wafers; Solar wafers; Multi-crystal silicon wafers; Silicon epitaxial wafer; Solar panels for the production of electricity; Photovoltaic panels; Crystalline silicon solar cells; Solar cell modules; Solar batteries; Photovoltaic cells; Photovoltaic installations and equipment for solar power generation. LONGI GREEN ENERGY TECHNOLOGY CO., LTD. ; No. 388 Middle Hangtian Road, Chang’an District, Xi’an 710000 Shaanxi, CHINA IMAGE PLAYGROUND",,
,TM2024038310,23 October 2024,,,"International Registration Number : 1825965 International priority date claimed : 23 April 2024, Liechtenstein Downloadable computer software for software development; Downloadable computer software for use in messaging, note- taking, word processing, whiteboarding, creating and making presentations, and creating, editing, publishing, and sharing images, animation, sketches, drawings, and illustrations. APPLE INC. ; One Apple Park Way, Cupertino CA 95014, UNITED STATES OF AMERICA",,
9,TM2024036672,28 October 2024,,,"International Registration Number : 1784788 The wording anuttacon has no meaning in a foreign language. Downloadable computer game software; Downloadable computer application software for mobile phones, namely, software for games; Downloadable computer application software for mobile phones, namely, software for use in database management; Downloadable computer application software for games and gaming; Downloadable game software; Recorded game software; Computer mouse; Computer keyboards; Compact discs featuring audio-video material in the field of video games; Headphones; Wearable computers in the nature of smartglasses; Video disks and video tapes with recorded animated cartoons; Downloadable computer software for processing digital music files; Downloadable computer software for creating and editing music and sounds; Downloadable computer programs featuring artificial intelligence model for games. Organization of e-sports competitions; Arranging and conducting of concerts; Online electronic publishing of books and periodicals; Electronic desktop publishing; Providing online non-downloadable comic books and graphic novels; Providing on-line computer games; Film production, other than advertising films; Providing television programs, not downloadable, via video-on-demand transmission services; Organization of cosplay entertainment events; Entertainment services, namely, providing online video games; Providing on-line videos featuring animated cartoon, not downloadable; Organization of exhibitions for cultural or educational purposes in the field of comic books, technology, and gaming; Arranging and conducting of conventions in the field of comic books, technology, gaming; Entertainment services, namely, animation production services. Computer software design; Consulting services in the field of cloud computing; Consulting services in the field of software as a service (SAAS); Design and development of computer game software; Graphic arts designing; Homepage and webpage design; Maintenance of computer software; Providing virtual computer systems and virtual computer environments through cloud computing; Rental of computer software; Software as a service (SAAS) services featuring software for uploading images, graphics, fonts, photographs, text, videos and data; Research in the field of artificial intelligence technology; Providing online non-downloadable game software. ANUTTACON LLC ; 4677 Old Ironsides Drive, Suite 400 Santa Clara CA 95054, UNITED STATES OF AMERICA uIGS",,
,TM2024034770,22 May 2024,,,"International Registration Number : 1820269 Medical apparatus and instruments; Surgical robots; Wearable monitors used to measure biometric data for medical purposes; Dental apparatus and instruments; Magnetic resonance imaging (MRI) diagnostic apparatus; Radiological apparatus for medical purposes; Face masks for medical purposes; Bone implants made from artificial materials; Wearable walking assistive robots for medical purposes; Thread for medical purposes. WUHAN UNITED IMAGING HEALTHCARE SURGICAL TECHNOLOGY CO., LTD. ; Area A, United Imaging Wuhan Headquarters, No.99 Gaokeyuan Rd., East Lake High-Tech Development Zone, Wuhan 430206 Hubei, CHINA",,
,TM2024036656,14 August 2024,,,"International Registration Number : 1824229 Medical apparatus and instruments; Diagnostic apparatus for medical purposes; Ultrasound apparatus for medical purposes; Radioisotope therapy apparatus and instruments; Magnetic resonance imaging [MRI] apparatus for medical purposes; Magnetic resonance imaging (MRI) diagnostic apparatus; High-frequency electromagnetic therapy apparatus; Beds specially made for medical purposes. No. 2258 Chengbei Rd., Jiading District, Shanghai, CHINA Cellpaeon","SHANGHAI UNITED IMAGING HEALTHCARE CO., LTD. ;",
,TM2024039125,10 September 2024,,,"International Registration Number : 1826849 Personal thermotherapy apparatus for medical purposes; High-frequency thermotherapy apparatus for medical purposes; Thermotherapy apparatus for medical purposes; Far infrared thermotherapy apparatus for medical purposes; Infrared lamps for medical purposes; Personal infrared lamps for medical purposes. WITHSUNBIO CO., LTD. ; 1602, The first Tower 2, 614, Dongtangiheung-ro, Hwasung-si Gyeonggi-do, REPUBLIC OF KOREA",,
,TM2024039132,18 September 2024,,,"International Registration Number : 1826901 Suture needles; Veterinary apparatus and instruments; Surgical apparatus and instruments for medical use; Surgical apparatus and instruments for dental use; Physiotherapy apparatus; Furniture especially made for medical purposes; Surgical implants comprised of artificial materials; Artificial limbs; Orthopedic articles; Sutures. ZUMAX MEDICAL CO., LTD. ; No.5 Zhiying Street, New District, Suzhou City Jiangsu Province, CHINA PHUCAL",,
,TM2024039168,25 September 2024,,,"International Registration Number : 1827155 Surgical apparatus and instruments; Dental apparatus and instruments; Ultraviolet ray lamps for medical purposes; Lasers for medical purposes; Belts, electric, for medical purposes; Beds specially made for medical purposes; Feeding bottles / babies' bottles; Sex toys; Artificial limbs; Orthopaedic articles; Thread, surgical. FEI YANG ; Room 206, Unit 3, Building 23, Heqiao Residential Area, Heqiao Village, Tangqiao Town, Zhangjiagang City 215600 Jiangsu Province, CHINA",,
,TM2024039192,11 October 2024,"10 September 2024,",,"International Registration Number : 1827582 Japan Medical apparatus and instruments; X-ray computed tomography [CT] scanners; X-ray apparatus for medical purposes; Lamps for medical purposes; Diagnostic apparatus for medical purposes; Lasers for medical purposes; Dental apparatus and instruments; Dental curing lights; Disposable prophylaxis angles; Dental drills; Dental burs; Forceps for dental technical purposes; Dental excavators; Oral irrigators for use in dentistry; Dental handpieces; Lasers for dental purposes; X-ray apparatus for dental purposes; Patient examination tables; Patient treatment tables; Operating tables; Obstetric and gynecological examination tables; Urological examination tables; Delivery tables; Chairs for eye surgery; Armchairs for medical or dental purposes; Dentists' chairs; Gloves for medical purposes; Massage apparatus; Esthetic massage apparatus; Facial aesthetic treatment apparatus using ultrasonic waves for commercial use. TAKARA BELMONT CORPORATION ; 2-1-1, Higashi- Shinsaibashi, Chuo-ku, Osaka-shi, Osaka 542-0083, JAPAN",,
,TM2024036627,14 October 2024,,,"International Registration Number : 1823905 Surgical apparatus and instruments; Probes for medical purposes; Blood testing apparatus; Medical apparatus and instruments; Glucometers / glucose meters; Testing apparatus for medical purposes / apparatus for use in medical analysis; Diagnostic apparatus for medical purposes; Apparatus for DNA and RNA testing for medical purposes; Cases fitted for medical instruments. SHENZHEN NEW INDUSTRIES BIOMEDICAL ENGINEERING CO., LTD. ; The 21st Floor, Snibe Building, No.23, Jinxiu East Road,Jinsha Community, Kengzi Street, Pinshan District 518118 Shenzhen, Guangdong, CHINA BRESTORA",,
,TM2024034204,16 October 2024,"15 July 2024, United",,"International Registration Number : 1816931 States Of America Medical implants comprised of synthetic absorbable materials for tissue regeneration and reconstruction. W. L. GORE & ASSOCIATES, INC. ; 555 Paper Mill Road Newark DE 19711, UNITED STATES OF AMERICA",,
,TM2024037423,28 October 2024,"29 April 2024, European",,"International Registration Number : 1824522 Union Intellectual Property Office (EUIPO) Dental apparatus and instruments. STRAUMANN HOLDING AG; Peter Merian-Weg 12, Ch- 4002 Basel, CH-4002, SWITZERLAND",,
,TM2024004480,18 December 2023,"19 June 2023, European",,"International Registration Number : 1776233 Union Intellectual Property Office (EUIPO) Outdoor electrical lighting fixtures; Decorative electric lighting apparatus; Halogen stage lighting fixtures; Filters for stage lighting; Filters for use with lighting apparatus; Luminaires; Decorative lights; Mood lights; Strobe lights [light effects]; Lamp reflectors; Light diffusers; Strobe lights for discos; Stage lighting apparatus; Lighting apparatus and installations; Computer controlled lighting apparatus. 81-571 Gdynia, POLAND Kiara, No. 1, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur",,"Chin Khang Juin, Level 23, Premier Suite, 1 Mont Kiara, No. 1, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur"
11,TM2024038317,24 June 2024,"6 March 2024, Republic of Korea",,"International Registration Number : 1826015 Mark in colour Lights for use in illuminating liquid crystal displays; LED scenery lamps; LED lamps; LED chandelier; LED sensor lights; LED miniature light bulbs; LED flashlights; LED underwater lights; LED desk lamps; LED spotlights; LED outdoor lamps; LED searchlights; LED safety lamps; LED outdoor sign-board lamps; LED light bulbs; LED lampshade; LED lighting fixtures; LED lighting installations; Light-emitting diode [LED] luminaires; LED parking lot lamps; LED ceiling lights; LED camping lamps; LED landscape lights; LED halogen lamps; Gas ranges incorporated into tables; Gas cookers; Gas oven range; Gas cooking ovens; Gas cooktops; Heated towel rails; Gas grills for household purposes; Water supply apparatus for household purposes; Range hoods for household purposes; Range hoods [extractor hoods, for household purposes]; Drainage treatment apparatus for household purposes; Non-electric water purifiers for household purposes; Non-electric water purifier filter cartridges for household purposes; Non-electric water purifier filters for household purposes; Electric bidets for household purposes; Ventilating fans for household use; Ventilators for household use; Air circulation equipment; Air circulation fans; Air conditioning units; Air filters for air conditioning units; Filters for air conditioning unit; Filters for air extractor hoods; Ventilating fans for industrial purposes; Chimney blowers; Water supply installations; Apparatus for water supply; Hydrants; Single-lever faucets for sinks; Water conduits installations; Range hoods; Bath cubicles; Body showers; Discharge lamps; Discharge lamps and their fittings; Explosion-proof lamps; Exhaust fans; Extractor hoods; Water distribution installations; Incandescent lighting fixtures; Incandescent lamps and their fittings; Incandescent lamps; Lights for wall mounting; Wall lamps; Toilet bowls; Toilet bowls cleaning apparatus; Toilet bowls sterilizing apparatus; Ball cocks for toilet tanks; Float balls for toilet tanks; Faucets for toilet bowls; Toilet tank balls; Toilet tanks; Toilet seats; Security lights; Bidets; Wall-mounted spouts for bidets; Bidet taps; Taps",,
,TM2024034858,20 August 2024,,,"International Registration Number : 1821159 Colours claimed: Blue and silver. Refrigerating appliances and installations, freezers, refrigerating or freezing showcases, beverage cooling apparatus, cooling installations for water, ice machines and apparatus, ice boxes, ice chests, milk cooling installations, refrigerating cabinets, refrigerating showcases, refrigerating chambers, walk-in refrigerators, refrigerating display cabinets, refrigerating shipping containers, and refrigerators. PT. SOLEX INDO REFRIGERATION ; Jalan Raya Terboyo Blok Oo No. 15 Rt.000 Rw.000, Terboyo Wetan, Genuk, Kota Semarang Jawa Tengah 50112, INDONESIA",,
,TM2024037427,22 August 2024,,,"International Registration Number : 1824560 Taps; Light-emitting diodes [LED] lighting apparatus; Desiccating apparatus; Bath tubs for sitz baths; Bath fittings; Toilets [water-closets]; Sinks; Pocket warmers. Haicheng Industrial Zone, Longwan District, Wenzhou City Zhejiang Province, CHINA","ZHEJIANG MOMALI SANITARY UTENSILS CO., LTD. ;",
,TM2024039138,1 November 2024,,,"International Registration Number : 1826941 Water intake apparatus; Hydromassage bath apparatus; String lights for festive decoration; Aquarium lights; LED underwater lights; Lighting apparatus and installations; Humidifiers for household use; Gas purification installations; Heaters for swimming pools; Heat pumps; Water supply installations. SHENZHEN BAOBIAO TECHNOLOGY CO., LTD. ; 1107, Building 19, Zhonghaixin Innovation Industry City, No.11, Ganli 2nd Road, Gankeng Community, Jihua Street, Longgang District, Shenzhen 518000 Guangdong, CHINA",,
,TM2024037551,13 June 2024,,,"International Registration Number : 1824840 Vehicles for locomotion by land, air, water or rail; Vehicles (connecting rods for land -), other than parts of motors and engines; Automobiles; Cars; Motor cars; Vans [vehicles]; Electric vehicles; Vehicles (electric -); Motor buses; Motor coaches; Motor homes; Motorcycles; Scooters [vehicles]; Luggage trucks; Bicycles; Cycles; Tricycles; Carrier tricycles; Tricycles (carrier -); Golf carts; Carts; Casting cars; Refrigerated vehicles; Vehicles (refrigerated -); Trailers [vehicles]; Vehicles for transport (military -); Vehicles (remote control -), other than toys; Vehicles (space -); Remote control vehicles, other than toys; Trolleys; Automobile bodies; Bodies for vehicles; Chains for bicycles, cycles; Chains (cycle -); Cycle chains; Automobile chains; Anti-skid chains; Chains (anti-skid -); Automobile chassis; Chassis (automobile -); Chassis (vehicle -); Vehicle chassis; Automobile hoods; Hoods for vehicle engines; Hoods for vehicles; Automobile tires [tyres]; Tires for vehicle wheels; Tires (non-skid devices for vehicle -); Tires, solid, for vehicle wheels; Vehicle wheel tires [tyres]; Wheel tires [tyres] (vehicle -); Tires for bicycles, cycles; Tyres for bicycles, cycles; Bicycle tires [tyres]; Cycle tires [tyres]; Wheels for bicycles, cycles; Tires (flanges of railway wheel -); Tyres for vehicle wheels; Tyres (non-skid devices for vehicle -); Tyres, solid, for vehicle wheels; Spikes for tires [tyres]; Valves for vehicle tires [tyres]; Casings for pneumatic tires [tyres]; Non-skid devices for vehicle tires [tyres]; Anti-theft alarms for vehicles; Anti- theft devices for vehicles; Baskets adapted for cycles; Bells for bicycles, cycles; Bicycle bells; Cycle bells; Brakes for bicycles, cycles; Bicycle brakes; Cycle brakes; Bicycle chains; Bicycle frames; Cycle frames; Bicycle handle bars; Cycle handle bars; Bicycle pumps; Cycle pumps; Bicycle rims; Cycle rims; Bicycle saddles; Cycle saddles; Spokes for bicycles, cycles; Bicycle spokes; Cycle spokes; Stands for bicycles, cycles [parts of bicycles, cycles]; Bicycle stands; Cycle stands; Cranks for cycles; Cycle cars; Cycle hubs; Cycle mudguards; Mudguards; Motors for cycles; Pumps for bicycles, cycles; Rims for wheels of bicycles, cycles; Motors, electric, for land vehicles; Driving motors for land vehicles; Wheels (vehicle -); Vehicle wheels; Vehicle wheels (hubs for -); Wheel hubs (vehicle -); Vehicle wheel rims; Vehicle wheel spokes; Balance weights for vehicle wheels; Bands for wheel hubs; Hubs for vehicle wheels; Rims for vehicle wheels; Spoke clips for wheels; Spokes (vehicle wheel -); Steering wheels for vehicles; Weights (balance -) for vehicle wheels; Covers for vehicle steering wheels; Covers (seat -) for vehicles; Seat covers for vehicles; Spare tire covers; Spare tyre covers; Spare wheel covers; Steering wheels (covers for vehicle -); Vehicle covers [shaped]; Upholstery for vehicles; Brakes for vehicles; Brake linings for vehicles; Brake segments for vehicles; Brake shoes for vehicles; Linings (brake -) for vehicles; Segments (brake -) for vehicles; Shoes (brake -) for vehicles; Axle journals; Axles for vehicles; Vehicle seats; Seats (vehicle -); Safety belts for vehicle seats; Safety seats for children, for vehicles; Seats (safety -) for children, for vehicles; Security harness for vehicle seats; Shock absorbers for automobiles; Shock absorbers (suspension -) for vehicles; Shock absorbing springs for vehicles; Suspension shock absorbers for vehicles; Suspension springs (vehicle -); Vehicle suspension Caps for vehicle petrol [gas] tanks; Casters for trolleys [vehicles] [carts (am.)]; Clutches for land vehicles; Concrete mixing vehicles; Connecting rods for land vehicles, other than parts of motors and",springs; Automobiles (sun-blinds adapted for -); Bars (torsion -) for vehicles; Bumpers for automobiles;,
,TM2024039142,11 September 2024,,,"International Registration Number : 1826956 Electric cars; Automobiles; Hybrid cars. CHERY AUTOMOBILE CO., LTD. ; No.8 Changchun Road, Economy & Technology Development Zone, Wuhu City 241009 Anhui Province, CHINA GRAND FILANO",,
,TM2024037550,20 September 2024,"4 September 2024, Japan",,"International Registration Number : 1824777 Motorcycles, motor scooters, mopeds, three-wheeled motorcycles, three-wheeled motor scooters, three-wheeled mopeds and parts and fittings for all the aforesaid goods. YAMAHA HATSUDOKI KABUSHIKI KAISHA ; 2500 Shingai, Iwata-shi, Shizuoka-ken 438-8501, JAPAN",,
12,TM2024039134,23 September 2024,,,"International Registration Number : 1826919 Rolling stock for railways; Locomotives; Tractors; Electric vehicles; Automobiles; Engines for automobiles; Motors, electric, for land vehicles; Automobile chassis; Gear boxes for land vehicles; Cars. Building construction supervision; Repair information; Building of fair stalls and shops; Repair or maintenance of electric motors; Maintenance and repair of land vehicles; Vehicle service stations [refuelling and maintenance]; Maintenance of automobiles; Repair of automobiles; Shipbuilding; Retreading of tires [tyres]. BEIJING AUTOMOBILE GROUP CO. LTD ; No. 99 Shuanghe Street, Shunyi District, Beijing, CHINA",,
